oath_id,author,title,reference,work_type,genre,work_date,date,reference_type,state,swearer,swearee,proposed_by,if_taken,if_refused,if_kept,if_broken,taken,impact,consequences_of_breach,statement,linguistic,gods_invoked,remarks
2298,Xenophon,Agesilaus,2.16,literary,Biogr.,360-355,394,Oath,Boeotia,Agesilaus,Representatives,Theban herald,The truce would be formalised,There would not be a truce,unknown,unknown,yes,The Thebans were able to collect their dead,unknown,[? That he would ensure his troops did not molest the Thebans while they collected their dead],spond,unknown,"Xenophon states that after the battle at Coronea the Thebans sent heralds to Agesilaus asking to be able to bury their dead under a truce. 
See also oath id 1929."
878,Aristophanes,Wealth,403,literary,Comic.,388,388,Oath,Athens,Chremylus,Blepsidemus,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That Wealth really is blind]
 Τυφλὸς γὰρ ὄντως ἐστί; 
  {ΧΡ.}  Νὴ τὸν οὐρανόν.",nh ton,Ouranos,
2332,Xenophon,Cyropaedia,1.6.19.14,literary,Biogr.,394-353,fictional time,Oath,Persia,Cyrus,Cambyses,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That he thinks his father is right in what he has said (that one should refrain from saying what one is not absolutely sure of to avoid being disbelieved in the future) ]
 Ἀλλὰ ναὶ μὰ τὸν Δί’, ἔφη ὁ Κῦρος, ὦ πάτερ, καλῶς μοι δοκεῖς λέγειν","ma ton, nai",Zeus,
23,Aristophanes,Clouds,533,literary,Comic.,,427 (423),Oath,Athens,Athenians,Aristophanes,n/a,n/a,n/a,unknown,unknown,yes,Swearee produces a similar play,unknown,"[That they think his comedies are good]
 ἐκ τούτου μοι πιστὰ παρ’ ὑμῶν γνώμης ἔσθ’ ὅρκια.",ork,unknown,The oath here is apparently only metaphorical.
1908,Xenophon,Hellenica,3.1.24,literary,Hist.,385-354,399,Oath,Gergis,Dercylidas,Meidias,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,unknown,"[That Meidias should not go to prepare entertainment for him]
 Οὔ, μὰ Δί’ <you shan't go to prepare entertainment for me>",ma,Zeus,"After Meidias allowed Dercylidas into Skepsis, the latter then demanded that Meidias allow him entry to the city of Gergis. Dercylidas then sacrificed to Athena, and announced that Meidias' bodyguard should lay down their arms since Meidias now had nothing to fear. 
Meidias, not knowing what to do, offered to prepare hopsitality for Dercylidas, who said, ""No by Zeus, since it would be shameful for me to entertained by you after having sacrificed, rather than to entertain you""."
2627,Aeschines,On the Embassy,153,literary,Orat.,343,343,Discussion,Athens,Demosthenes,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,ork,n/a,"Aeschines states that when Demosthenes is lying he first swears an oath by his shameless eyes. 
See also oath id 651."
897,Aristophanes,Wealth,905,literary,Comic.,388,388,Oath,Athens,Informer,Honest Man,n/a,n/a,n/a,unknown,unknown,yes,Highlights the Informer's indignation at such a suggestion,n/a,"[That he has not learned any trade]
 τέχνην τιν’ ἔμαθες;  
  {ΣΥ.}  Οὐ μὰ τὸν Δία.",ma ton,Zeus,
2277,Xenophon,Symposium,6.7,literary,dialogue,380-370,After the great Panathenaia (422),Oath,Athens,Showman,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That people say Socrates does not concern himself with the gods but with utterly useless things]
 Οἶσθα οὖν, ἔφη ὁ Σωκράτης, μετεωρότερόν τι τῶν θεῶν; Ἀλλ’ οὐ μὰ Δί’, ἔφη, οὐ τούτων σε λέγουσιν ἐπιμελεῖσθαι, ἀλλὰ τῶν ἀνωφελεστάτων.",ma,Zeus,
3036,Plato,Theages,126b1-3,literary,Phil.,399-322,fictional time,Oath,Athens,Theages,Socrates,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That he would go to none other than the horse-masters if he desired to become wise in the art of horsemanship]
 Τί οὖν εἰ τὰ ἱππικὰ ἐτύγχανες ἐπιθυμῶν σοφὸς γενέσθαι; παρὰ τίνας ἂν ἀφικόμενος ᾠήθης δεινὸς ἔσεσθαι ἱππεύς; ἦ παρ’ ἄλλους τινὰς ἢ τοὺς ἱππικούς; {ΘΕ.} Μὰ Δία οὐκ ἔγωγε.",ma,Zeus,
194,Euripides,Melanippe the Wise,fr. 487,literary,Trag.,?421-413,mythical time,Oath,Boeotia,Melanippe?,Chorus,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,omnu,"AitherEpithet(s)sacred, dwelling of Zeus",What is sworn does not survive in the fragments.
3466,Ctesias,Persika,Fr. 15.52.5-6 Jacoby,literary,Hist.,398-383,c.420 (420),Oath,Persia,Artasyras,Artyphius,n/a,Artyphius will feel safe to appear before the king,Artyphius will not feel safe to appear before the king,unknown,unknown,yes,Artyphius appears before the king,unknown,[That his safety in the presence of the king is assured],ork,unknown,"Artyphius is captured by this deceitful oath, broken by the king who is urged on by his wife Parysatis. Artyphius is thrown into the dust as is Arsites, and both are killed, although Darius had been reluctant to kill Arsites his brother. Cf. oath id 3464 for a comparable assurance of safety which is broken, and oath id 3459 for a woman's  influence in making a man break his oaths."
3309,Demosthenes,For the Megalopolitans,27-8,literary,Orat.,353,369/8 (369),Oath,Thebes,Representatives; Envoys,Representatives; Envoys,Envoys,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,see remarks,unknown,[? That they would defend each other],summac,unknown,"In opposition to those who argue that the Megalopolitans should prove that they will be reliable allies for Athens by destroying the stelai recording their alliance with Thebes (assuming for the sake of argument that these stelai actually exist - which the Megalopolitans deny), Demosthenes argues that Athens should simultaneously demand that the Megalopolitans destroy the stelai and that the Spartans maintain the peace, and that if either side rejects the demand made of it, Athens should support the other. 
Demosthenes goes on to argue that if the Megalopolitans still cling to their alliance with the Thebans it will be obvious to all that they prefer the ambition of Thebes to the claims of justice.  
For the formation of the alliance between the Arcadians and Thebes cf. Diodorus 15.62.3."
1334,Sappho,Fragments,44A.4-7,literary,Lyr.,612-595,Mythical time,Oath,Heaven,Artemis,Zeus,n/a,n/a,n/a,unknown,unknown,yes,Gives the statement solemnity,n/a,"[That she would always be a virgin hunting on the peaks of mountains]
  Ἄρτεμις δὲ  θέων  ]μέγαν ὄρκον ἀπώμοσε
νὴ τὰν σὰν κεϕά ]λαν· ἄϊ πάρθενος ἔσσομαι 
ἄδμης οἰπό]λ̣ων ὀρέων κορύφα̣ι̣σ’ ἔπι 
θηρεύοισ’... ]",ork,Zeus' head,"This fragment (= Alc. 304 L.-P.), like oath ids 409, 1358, 1363, contains a female goddess swearing by Zeus' head, here described as the ""mighty oath of the gods"". Cf. oath id 160."
301,,IG II(2),"16, 1-13",inscriptional,Public,394/3,394/3 (394 to 393),Oath,Eretria,Generals; Bouleutai; Hippeis; Archai,Representatives,Gnathius,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,unknown,unknown,[? That they would defend each other],"omnu, ork, summac",unknown,"This inscription records an alliance between Athens and Eretria. 
The decree states that the representatives of each polis will swear their ""traditional oath"". The Athenian boule was to elect ten men (five from the boule and five private citizens) to receive the oaths of the Eretrians. 
For the oath of the Athenians see oath id 300."
3759,,SEG,"51.55, lines 33-38",inscriptional,Public,450-446 or 425/4 or ante 414,450-446 or 425/4 or ante 414 (450 to 414),Oath,Athens,Incoming bouleutai,Presiding magistrate,Presiding magistrate,They could take office in the boule,They could not take office in the boule,unknown,unknown,yes,see remarks,unknown,"[That they will give counsel in accordance with the laws;
That they will give the best counsel to the polis/to the demos of the Athenians;
That they will not imprison any Athenian citizen who offers three sureties taxed in the same class as themselves, except any person found guilty of conspiring to betray the city or to overthrow the democracy, or any tax-farmer or his surety or collector being in default;
That they will neither exile, nor imprison, nor put to death anybody without trial;
That if someone coins money of silver in the poleis and does not use Athenian coins or weights or measures, but uses foreign coins and weights and measures, they shall impeach him according to the former decree proposed by Clearchus (added ca.448);
That they are not less than thirty years old;
That they will not put to the vote anything contrary to the laws]",ork,unknown,"This oath is an addition to the bouleutic oath. Each new bouleutes now also swore: ""If someone coins money of silver in the poleis, or uses coins, weights, or measures on than those of Athens, I shall punish him and impose fines on him"".  
([ἐὰν τις κόπτηι] νόμισμα ἀργυρίο ἐν [ταῖσι πόλεσιν ἢ χρῆται νομίσμ]α̣τι ἄλλωι τῶι Ἀθηνα[ίων ἢ σταθμοῖς καὶ μέτροις ἄλ]λ̣οις ἢ τοῖς Ἀθηναίων κ[αὶ τιμωρήσομαι καὶ ζημιώσω].) 
This addition to the oath predates that in IG I(3) 1453 from Smyrna (see oath id 278). Presumably the terms recorded here were found to be not sufficiently precise and were soon after altered to the form preserved in the text from Smyrna. 
See also oath id 1775."
1764,Thucydides,History,6.2.6,literary,Hist.,403-395,Eighth century (799 to 700),Oath,Sicily,Elymian representatives; Phoenician representatives,Elymian representatives; Phoenician representatives,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,unknown,unknown,[? That they would defend each other],summac,unknown,"When relating the history of the island of Sicily, Thucydides describes how the Phoenicians had many settlements along the coast of the island, but abandoned most of these settlements when the Greeks began crossing to Sicily in large numbers. 
Thucydides observes that the Phoenicians settled together in Motya, Soloeis and Panormus near to where the Elymi (i.e. the Sicanians who were said to be the descendants of the Trojans who escaped from the Achaeans) dwelt. 
Thucydides notes that the Phoenicians chose this location partly because the voyage from Sicily to Carthage is shortest there, and partly because they trusted their alliance with the Elymi."
751,Aristophanes,Thesmophoriazusae,916-917,literary,Comic.,411,411,Oath,Athens,Critylla,Euripides; Inlaw,n/a,n/a,n/a,unknown,unknown,yes,No real impact - Euripides continues with the pretence.,n/a,"[That anyone taking the Inlaw away will be crying soon, when he gets hit with the torch]
 Κλαύσετ’ ἄρα νὴ τὼ θεὼ 
  ὅστις σ’ ἀπάξει τυπτόμενος τῇ λαμπάδι.",nh tw,The two goddesses,"On swearing by the two goddesses, see oath id 713."
2518,Deinarchus,Against Demosthenes,40,literary,Orat.,323,323,Oath,Athens,Prosecutor,Dikastai,n/a,n/a,n/a,n/a,n/a,yes,Emphasises the statement,n/a,"That Athenian statesmen like Aristides and Themistocles were worthy advisers and leaders for Athens, and not rogues such as these men i.e. Demosthenes and his co-defendants, who have done nothing nor will do anything of value for the polis, but only look after their own safety and make money from all quarters]
 ἐκεῖνοι ἦσαν, ἐκεῖνοι ὦ Ἀθηναῖοι ἄξιοι σύμβουλοι καὶ ἡγεμόνες ὑμῶν καὶ τοῦ δήμου, μὰ Δί’ οὐ τὰ τοιαῦτα κινάδη, οἳ πεποιήκασιν μὲν οὐδὲν οὐδὲ πράξουσιν ἀγαθὸν ὑπὲρ τῆς πόλεως, τὴν δ’ ἑαυτῶν ἀσφάλειαν τηροῦντες καὶ παντ<αχ>όθεν ἀργυριζόμενοι καὶ πεποιηκότες τὴν πόλιν ἀδοξοτέραν ἑαυτῶν,",ma,Zeus,
2148,Xenophon,Memorabilia 3-4,4.4.16,literary,Dialogue,371-353,date uncertain (415 to 401),Discussion,Athens,Citizens,World at large,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"omnu, ork",unknown,"Here Socrates explains that concord is deemed the greatest of blessings for cities and that everywhere in Greece, citizens are asked to swear to be of one mind, and everywhere they take this oath. The unanimity (homonoia), says Socrates, is unanimous willingness to obey the laws (not unanimity on the best choruses or aulos-players or poets).  
""Everywhere"" must be a vast exaggeration, but we can reasonably take this passage as evidence that such oaths existed in a number of poleis, especially perhaps in those which had experienced a period of civil strife."
